Wall time,Step,Value
1758741691.539677,202,255.3448028564453
1758741691.7082584,203,243.63023376464844
1758741691.8744483,204,266.45892333984375
1758741692.0495868,205,236.43222045898438
1758741692.2222772,206,264.08612060546875
1758741692.3824177,207,247.34750366210938
1758741692.555739,208,257.77801513671875
1758741692.7174602,209,264.083251953125
1758741692.8973043,210,234.97280883789062
1758741693.0912771,211,225.9212646484375
1758741693.2534642,212,254.95501708984375
1758741693.4085207,213,243.36663818359375
1758741693.596395,214,203.21697998046875
1758741693.7704508,215,232.39715576171875
1758741693.9534194,216,220.66339111328125
1758741694.1286724,217,189.2105712890625
1758741694.2759664,218,233.2256622314453
1758741694.4195652,219,246.90194702148438
1758741694.5706666,220,252.85923767089844
1758741694.7255216,221,185.7437744140625
1758741694.8775725,222,204.05601501464844
1758741695.0407424,223,196.56581115722656
1758741695.2008755,224,197.8543701171875
1758741695.3857102,225,207.69308471679688
1758741695.5640514,226,182.3544464111328
1758741695.7251973,227,201.19680786132812
1758741695.9020793,228,195.2406768798828
1758741696.0673523,229,190.62045288085938
1758741696.2246032,230,249.17518615722656
1758741696.4028044,231,207.84996032714844
1758741696.578551,232,187.361328125
1758741696.742419,233,197.68270874023438
1758741696.902966,234,203.06895446777344
1758741697.063605,235,190.61277770996094
1758741697.2429326,236,164.22970581054688
1758741697.4025474,237,163.71990966796875
1758741697.5706904,238,172.50672912597656
1758741697.7289057,239,154.8721466064453
1758741697.8940406,240,149.61160278320312
1758741698.0681202,241,189.53359985351562
1758741698.2307,242,155.6085662841797
1758741698.3934226,243,153.7550048828125
1758741698.5595067,244,180.1187286376953
1758741698.715386,245,158.67901611328125
1758741698.885604,246,162.26046752929688
1758741699.0497746,247,138.12106323242188
1758741699.2093673,248,144.88604736328125
1758741699.3705401,249,126.50076293945312
1758741699.5477955,250,122.92462158203125
1758741699.7173142,251,134.06375122070312
1758741699.894546,252,145.72532653808594
1758741700.0667415,253,134.5736083984375
1758741700.2331712,254,140.0261688232422
1758741700.4019306,255,117.51009368896484
1758741700.5535343,256,130.2235870361328
1758741700.7193222,257,104.40215301513672
1758741700.8850005,258,126.95917510986328
1758741701.0476418,259,124.22175598144531
1758741701.2213051,260,105.29173278808594
1758741701.38755,261,136.4582977294922
1758741701.5527442,262,123.62598419189453
1758741701.7213757,263,106.07169342041016
1758741701.8804927,264,113.91941833496094
1758741702.0497196,265,122.3970718383789
1758741702.208851,266,101.52365112304688
1758741702.3694746,267,85.08848571777344
1758741702.5382872,268,109.58708953857422
1758741702.7054334,269,116.40777587890625
1758741702.862072,270,122.85256958007812
1758741703.035242,271,110.63005828857422
1758741703.1943545,272,98.32628631591797
1758741703.3615482,273,108.687744140625
1758741703.520256,274,104.43925476074219
1758741703.6843793,275,82.6749038696289
1758741703.8515806,276,97.5653076171875
1758741704.0114007,277,103.77276611328125
1758741704.1765013,278,109.9237060546875
1758741704.3519576,279,96.92364501953125
1758741704.513602,280,111.9305648803711
1758741704.677214,281,105.8012924194336
1758741704.8434808,282,84.976318359375
1758741705.0046039,283,84.16519165039062
1758741705.1632335,284,93.26597595214844
1758741705.3334537,285,89.81610107421875
1758741705.4926672,286,82.49267578125
1758741705.6533194,287,91.68037414550781
1758741705.810434,288,79.42486572265625
1758741705.9735982,289,71.76465606689453
1758741706.1342232,290,96.03328704833984
1758741706.297614,291,81.58662414550781
1758741706.4517205,292,78.91374206542969
1758741706.6174245,293,93.43527221679688
1758741706.7755759,294,61.764244079589844
1758741706.9441955,295,87.14990997314453
1758741707.1008303,296,71.05011749267578
1758741707.2515059,297,71.441162109375
1758741707.4207382,298,64.13832092285156
1758741707.5773475,299,105.95097351074219
1758741707.7349923,300,94.9046630859375
1758741707.895741,301,76.83235931396484
1758741708.0524104,302,71.6243896484375
1758741708.2127147,303,72.73576354980469
1758741708.3703,304,69.55915832519531
1758741708.5275285,305,68.44952392578125
1758741708.6837099,306,65.8728256225586
1758741708.8482666,307,78.44334411621094
1758741708.997496,308,69.39997863769531
1758741709.1620905,309,58.681156158447266
1758741709.3137248,310,75.98518371582031
1758741709.4743984,311,56.30878829956055
1758741709.632663,312,61.432918548583984
1758741709.7903693,313,68.76005554199219
1758741709.9445715,314,85.28630828857422
1758741710.1087995,315,70.57748413085938
1758741710.2679195,316,62.44463348388672
1758741710.4234989,317,60.59260177612305
1758741710.5846329,318,68.68303680419922
1758741710.7543228,319,69.68612670898438
1758741710.9150696,320,58.01791000366211
1758741711.0712583,321,74.39128112792969
1758741711.2384682,322,65.88764953613281
1758741711.3936396,323,67.29733276367188
1758741711.5527864,324,64.87496948242188
1758741711.7075098,325,86.11016845703125
1758741711.8606427,326,76.11234283447266
1758741712.0203476,327,54.18935012817383
1758741712.176443,328,63.773963928222656
1758741712.3381438,329,60.78654098510742
1758741712.4773042,330,57.573570251464844
1758741712.6435213,331,42.190208435058594
1758741712.801166,332,78.40306091308594
1758741712.9575496,333,69.5077133178711
1758741713.1112509,334,65.17937469482422
1758741713.2667124,335,72.95130920410156
1758741713.442665,336,54.350067138671875
1758741713.5906157,337,57.07794952392578
1758741713.7206962,338,59.78583526611328
1758741713.8545184,339,68.58964538574219
1758741713.988036,340,81.63601684570312
1758741714.125584,341,52.29502868652344
1758741714.2616346,342,51.56316375732422
1758741714.4050477,343,64.89240264892578
1758741714.537726,344,61.69235610961914
1758741714.676255,345,47.109893798828125
1758741714.8104162,346,57.34790802001953
1758741714.9502432,347,61.62316131591797
1758741715.0978408,348,76.34161376953125
1758741715.236387,349,82.80420684814453
1758741715.3725026,350,50.748634338378906
1758741715.5191414,351,45.0125617980957
1758741715.6576016,352,52.80780029296875
1758741715.8102257,353,56.917869567871094
1758741715.9580934,354,60.89051055908203
1758741716.1013458,355,52.97663497924805
1758741716.248788,356,75.11470031738281
1758741716.398858,357,66.1589126586914
1758741716.5525303,358,60.841094970703125
1758741716.7004335,359,60.14339065551758
1758741716.842693,360,51.3848876953125
1758741716.9988394,361,63.94672393798828
1758741717.1513581,362,61.17802047729492
1758741717.3015115,363,63.530418395996094
1758741717.4387348,364,52.599884033203125
1758741717.5846624,365,68.94010925292969
1758741717.7347105,366,40.182830810546875
1758741717.8826578,367,53.355987548828125
1758741718.0317392,368,52.56924057006836
1758741718.1847868,369,53.452430725097656
1758741718.3377802,370,70.5005874633789
1758741718.4927866,371,68.47657775878906
1758741718.6437516,372,81.61314392089844
1758741718.7935808,373,79.64323425292969
1758741718.9536083,374,44.50666046142578
1758741719.1103406,375,45.587196350097656
1758741719.2623584,376,47.60199737548828
1758741719.4156427,377,43.37476348876953
1758741719.5633373,378,50.70487594604492
1758741719.7172136,379,50.149574279785156
1758741719.8726797,380,54.317039489746094
1758741720.0227053,381,46.35662841796875
1758741720.1688066,382,51.00627899169922
1758741720.321716,383,25.953598022460938
1758741720.471215,384,53.21764373779297
1758741720.635782,385,45.87464904785156
1758741720.7889135,386,46.760772705078125
1758741720.938417,387,37.19190979003906
1758741721.0956771,388,41.88166427612305
1758741721.2416966,389,38.576141357421875
1758741721.4029994,390,48.532840728759766
1758741721.5563362,391,39.419925689697266
1758741721.705936,392,41.48347473144531
1758741721.8608418,393,44.73121643066406
1758741722.0176942,394,46.25372314453125
1758741722.172356,395,49.66289520263672
1758741722.3305402,396,56.453277587890625
1758741722.4816616,397,46.78075408935547
1758741722.636669,398,35.73326873779297
1758741722.7877073,399,39.79292297363281
1758741722.9393687,400,46.1340217590332
1758741723.0870593,401,39.21698760986328
1758741723.2448845,402,57.20027542114258
1758741723.4025354,403,53.4915771484375
1758741723.5633862,404,47.76292037963867
1758741723.7125766,405,57.589820861816406
1758741723.8657575,406,37.69636154174805
1758741724.01877,407,46.902549743652344
1758741724.1687613,408,37.66325378417969
1758741724.3316317,409,43.200172424316406
1758741724.4715762,410,47.06702423095703
1758741724.6233726,411,36.711944580078125
1758741724.7733593,412,33.39269256591797
1758741724.9281385,413,52.528350830078125
1758741725.080672,414,52.31392288208008
1758741725.231582,415,34.47337341308594
1758741725.3827097,416,47.62403106689453
1758741725.5360978,417,44.27760314941406
1758741725.6965194,418,38.374961853027344
1758741725.8547215,419,30.983659744262695
1758741726.010699,420,37.91351318359375
1758741726.1614978,421,61.31512451171875
1758741726.311444,422,43.98692321777344
1758741726.4724073,423,47.17364501953125
1758741726.6296618,424,39.921321868896484
1758741726.7776864,425,41.05309295654297
1758741726.93071,426,31.43675422668457
1758741727.083048,427,35.857086181640625
1758741727.2307153,428,38.22871398925781
1758741727.3787384,429,31.132328033447266
1758741727.535029,430,44.51559829711914
1758741727.6942594,431,45.49690628051758
1758741727.8425848,432,34.424224853515625
1758741727.9963343,433,36.94317626953125
1758741728.1522374,434,44.787635803222656
1758741728.3034704,435,36.88596725463867
1758741728.4585524,436,35.98680877685547
1758741728.613052,437,38.559661865234375
1758741728.7685947,438,29.234474182128906
1758741728.9192257,439,36.34940719604492
1758741729.072487,440,31.669979095458984
1758741729.224777,441,41.56065368652344
1758741729.3775482,442,47.679264068603516
1758741729.531369,443,31.647335052490234
1758741729.6788034,444,41.78185272216797
1758741729.8346002,445,41.82770919799805
1758741729.986649,446,34.01140594482422
1758741730.136768,447,38.919456481933594
1758741730.2964072,448,42.477783203125
1758741730.4533007,449,36.09941482543945
1758741730.6075966,450,50.37331008911133
1758741730.757637,451,38.350059509277344
1758741730.9093688,452,24.052827835083008
1758741731.064642,453,42.22288513183594
1758741731.2206774,454,36.18003845214844
1758741731.368017,455,33.227256774902344
1758741731.5195045,456,38.61157989501953
1758741731.6725614,457,29.9622802734375
1758741731.8315032,458,33.32738494873047
1758741731.978848,459,36.877906799316406
1758741732.1405256,460,27.536846160888672
1758741732.2948983,461,29.952138900756836
1758741732.4523118,462,36.75502395629883
1758741732.606098,463,38.95602035522461
1758741732.756355,464,37.460601806640625
1758741732.9117007,465,43.71022033691406
1758741733.0665462,466,38.42112350463867
1758741733.2146509,467,53.19755935668945
1758741733.361707,468,40.84866714477539
1758741733.5119102,469,40.847591400146484
1758741733.6660006,470,22.807098388671875
1758741733.8163927,471,44.70613479614258
1758741733.9627047,472,40.38977813720703
1758741734.1190941,473,42.99224090576172
1758741734.2690475,474,45.995452880859375
1758741734.4224029,475,40.666107177734375
1758741734.5735872,476,33.26092529296875
1758741734.7268255,477,41.1046142578125
1758741734.877907,478,43.247745513916016
1758741735.0248446,479,36.69245147705078
1758741735.1784256,480,35.275474548339844
1758741735.3285491,481,57.6326789855957
1758741735.477378,482,48.146942138671875
1758741735.631427,483,35.14903259277344
1758741735.7778995,484,38.74628448486328
1758741735.9283948,485,36.47139358520508
1758741736.0812895,486,35.723541259765625
1758741736.2305253,487,51.06884002685547
1758741736.388458,488,37.91231918334961
1758741736.5397084,489,37.39231872558594
1758741736.6887836,490,28.36492156982422
1758741736.8387973,491,37.07421875
1758741736.9973521,492,38.506404876708984
1758741737.1448405,493,25.970664978027344
1758741737.2966325,494,34.36676788330078
1758741737.4456658,495,28.38010025024414
1758741737.5983396,496,27.994787216186523
1758741737.7535326,497,45.16284942626953
1758741737.8982668,498,36.7528076171875
1758741738.0456932,499,36.240760803222656
1758741949.976267,500,32.50066375732422
1758741950.1337886,501,41.65684509277344
1758741950.288437,502,34.75373840332031
1758741950.4438431,503,28.905601501464844
1758741950.6415033,504,31.2549991607666
1758741950.815981,505,43.647979736328125
1758741950.9597447,506,29.389724731445312
1758741951.1038368,507,40.86919021606445
1758741951.2476397,508,40.7906494140625
1758741951.3892672,509,40.06709671020508
1758741951.5309205,510,24.28470802307129
1758741951.6690888,511,27.307247161865234
1758741951.8059366,512,35.19981002807617
1758741951.946032,513,21.212520599365234
1758741952.0859525,514,29.255407333374023
1758741952.2281823,515,35.19232177734375
1758741952.3660274,516,49.63854217529297
1758741952.514433,517,35.83065414428711
1758741952.6626816,518,44.50311279296875
1758741952.8056595,519,31.590925216674805
1758741952.949482,520,42.88133239746094
1758741953.0964804,521,37.459632873535156
1758741953.2386923,522,26.580781936645508
1758741953.380673,523,25.123334884643555
1758741953.5257828,524,28.643312454223633
1758741953.6730673,525,22.70948028564453
1758741953.81501,526,32.60694122314453
1758741953.9576285,527,35.5670051574707
1758741954.104119,528,41.530670166015625
1758741954.2474926,529,23.231117248535156
1758741954.3925364,530,24.257904052734375
1758741954.5359669,531,32.08708572387695
1758741954.6855218,532,28.68192481994629
1758741954.8311987,533,39.17181396484375
1758741954.977059,534,23.8452091217041
1758741955.1204424,535,35.361087799072266
1758741955.266113,536,34.83934020996094
1758741955.412767,537,42.18588638305664
1758741955.5599065,538,30.20785140991211
1758741955.7068393,539,33.95502853393555
1758741955.8535507,540,32.94513702392578
1758741956.0092874,541,23.825565338134766
1758741956.1586413,542,22.02904510498047
1758741956.3071313,543,27.53438949584961
1758741956.450549,544,22.272096633911133
1758741956.599289,545,31.81780242919922
1758741956.7470117,546,31.209674835205078
1758741956.8889756,547,40.35793685913086
1758741957.0338154,548,39.427574157714844
1758741957.1805766,549,36.28717041015625
1758741957.3342092,550,27.248695373535156
1758741957.4808202,551,28.162918090820312
1758741957.6306741,552,32.07231903076172
1758741957.7813196,553,36.75331497192383
1758741957.9317882,554,19.567874908447266
1758741958.083909,555,26.144084930419922
1758741958.2268448,556,25.175315856933594
1758741958.3718977,557,23.098176956176758
1758741958.5241349,558,30.049535751342773
1758741958.6724322,559,30.08907699584961
1758741958.8189638,560,30.02490234375
1758741958.966665,561,42.99871826171875
1758741959.1138697,562,22.042104721069336
1758741959.259094,563,27.835147857666016
1758741959.409421,564,47.07807922363281
1758741959.5569446,565,45.17947006225586
1758741959.699906,566,36.13478088378906
1758741959.8482928,567,40.63774108886719
1758741959.9932346,568,27.816190719604492
1758741960.148444,569,38.77250671386719
1758741960.2989428,570,32.514198303222656
1758741960.450817,571,26.184471130371094
1758741960.602466,572,31.918230056762695
1758741960.7483852,573,30.68405532836914
1758741960.8993483,574,29.121917724609375
1758741961.0475001,575,33.61461639404297
1758741961.2004602,576,29.56024169921875
1758741961.3481815,577,28.20230484008789
1758741961.4983456,578,21.161237716674805
1758741961.6424553,579,20.06884002685547
1758741961.7915814,580,29.55611801147461
1758741961.9406908,581,23.954429626464844
1758741962.0880363,582,23.659141540527344
1758741962.2335997,583,29.783279418945312
1758741962.3818247,584,23.27009391784668
1758741962.531535,585,33.06159973144531
1758741962.6819787,586,38.51703643798828
1758741962.8253531,587,29.725563049316406
1758741962.973621,588,23.482255935668945
1758741963.116376,589,24.52597427368164
1758741963.2654076,590,29.197311401367188
1758741963.4148219,591,21.738685607910156
1758741963.5706103,592,30.421829223632812
1758741963.7162414,593,35.02054977416992
1758741963.868286,594,41.85884475708008
1758741964.0156956,595,32.17894744873047
1758741964.165084,596,32.17022705078125
1758741964.310504,597,32.14267349243164
1758741964.4598527,598,37.53895568847656
1758741964.6113253,599,30.6782169342041
1758741964.759074,600,34.07063293457031
1758741964.9104445,601,44.14238739013672
1758741965.0593178,602,35.25428771972656
1758741965.2094474,603,25.58580780029297
1758741965.3540468,604,35.8090705871582
1758741965.5028517,605,26.915620803833008
1758741965.6508174,606,28.426074981689453
1758741965.7987056,607,35.496646881103516
1758741965.9462988,608,31.769380569458008
1758741966.0944576,609,24.726362228393555
1758741966.241157,610,30.6701717376709
1758741966.3918374,611,41.14879608154297
1758741966.5392,612,19.985315322875977
1758741966.6858642,613,20.88920021057129
1758741966.8406692,614,25.806930541992188
1758741966.990485,615,24.891223907470703
1758741967.139894,616,30.18012046813965
1758741967.2945929,617,32.183692932128906
1758741967.4479682,618,28.688945770263672
1758741967.6008408,619,26.118385314941406
1758741967.7526867,620,30.04148292541504
1758741967.9016352,621,42.433319091796875
1758741968.0498161,622,38.70911407470703
1758741968.2027512,623,39.37430191040039
1758741968.3482952,624,29.927719116210938
1758741968.497828,625,23.825782775878906
1758741968.6493154,626,32.51768112182617
1758741968.8140874,627,34.69586944580078
1758741968.9649553,628,24.288726806640625
1758741969.1137226,629,34.916744232177734
1758741969.265797,630,31.977169036865234
1758741969.415228,631,24.39740562438965
1758741969.5652485,632,24.6352596282959
1758741969.7140431,633,27.52548599243164
1758741969.8589606,634,33.028324127197266
1758741970.007702,635,32.56941604614258
1758741970.157466,636,28.548686981201172
1758741970.3069484,637,21.765838623046875
1758741970.4566128,638,23.25699806213379
1758741970.6079519,639,28.835594177246094
1758741970.7571564,640,24.16610336303711
1758741970.9053547,641,20.974689483642578
1758741971.0537565,642,20.976961135864258
1758741971.1986945,643,35.62206268310547
1758741971.3475647,644,28.359432220458984
1758741971.492895,645,31.90772247314453
1758741971.6406054,646,32.135066986083984
1758741971.7904952,647,45.704280853271484
1758741971.9393058,648,46.29829788208008
1758741972.0879562,649,22.684188842773438
1758741972.2325413,650,21.944541931152344
1758741972.3837543,651,38.422119140625
1758741972.5309346,652,31.079456329345703
1758741972.682861,653,40.80248260498047
1758741972.830501,654,24.42522430419922
1758741972.97623,655,31.239513397216797
1758741973.1253352,656,32.6114501953125
1758741973.2758503,657,30.454233169555664
1758741973.425038,658,32.51694107055664
1758741973.5718365,659,26.94091033935547
1758741973.7228599,660,29.13496208190918
1758741973.8683734,661,23.954559326171875
1758741974.0171607,662,31.509218215942383
1758741974.1638026,663,27.87154769897461
1758741974.3104472,664,41.78403854370117
1758741974.456161,665,38.22835159301758
1758741974.6089356,666,26.161977767944336
1758741974.7570896,667,32.61760711669922
1758741974.9033632,668,27.25860023498535
1758741975.0519764,669,21.66203498840332
1758741975.1992953,670,24.17626953125
1758741975.3450694,671,25.20193862915039
1758741975.4992113,672,27.031023025512695
1758741975.6505694,673,28.322982788085938
1758741975.7983701,674,31.83371353149414
1758741975.9492626,675,25.492095947265625
1758741976.0968776,676,29.92003059387207
1758741976.2438934,677,25.375694274902344
1758741976.3911417,678,19.821670532226562
1758741976.5366423,679,21.367210388183594
1758741976.6852415,680,23.24346160888672
1758741976.833104,681,28.104490280151367
1758741976.9806452,682,33.75244903564453
1758741977.1291318,683,29.497173309326172
1758741977.2789414,684,27.293193817138672
1758741977.4271276,685,35.0357780456543
1758741977.574518,686,29.667396545410156
1758741977.724083,687,38.405277252197266
1758741977.874518,688,45.713382720947266
1758741978.0166626,689,37.50101089477539
1758741978.1650095,690,16.918804168701172
1758741978.316141,691,24.79851722717285
1758741978.4614654,692,33.856788635253906
1758741978.607363,693,42.054588317871094
1758741978.7491958,694,25.614736557006836
1758741978.8994708,695,20.484663009643555
1758741979.0446517,696,15.9532470703125
1758741979.1915488,697,35.949058532714844
1758741979.3360202,698,30.7333927154541
1758741979.4827144,699,27.618467330932617
1758741979.625898,700,29.506793975830078
1758741979.771581,701,23.911474227905273
1758741979.9167504,702,20.875656127929688
1758741980.0683448,703,24.44662094116211
1758741980.2144694,704,19.651586532592773
1758741980.3652236,705,20.945072174072266
1758741980.5094783,706,23.523052215576172
1758741980.6582072,707,22.025178909301758
1758741980.8005464,708,21.238950729370117
1758741980.9524953,709,29.002723693847656
1758741981.0995028,710,29.493228912353516
1758741981.2477865,711,33.416316986083984
1758741981.3924325,712,27.887781143188477
1758741981.5397048,713,28.629322052001953
1758741981.6861007,714,28.252254486083984
1758741981.8327937,715,31.465526580810547
1758741981.9767547,716,30.59358787536621
1758741982.1255283,717,26.215953826904297
1758741982.270553,718,26.435138702392578
1758741982.415985,719,29.061450958251953
1758741982.5637832,720,29.417804718017578
1758741982.7072346,721,31.19795036315918
1758741982.8516576,722,34.6099739074707
1758741982.9966116,723,22.161134719848633
1758741983.1410565,724,23.248260498046875
1758741983.2882884,725,26.343955993652344
1758741983.435504,726,35.07201385498047
1758741983.5820293,727,30.21432876586914
1758741983.7260208,728,21.30099105834961
1758741983.8745196,729,28.505332946777344
1758741984.0168664,730,33.01546859741211
1758741984.1681328,731,20.121490478515625
1758741984.3145328,732,23.559913635253906
1758741984.459814,733,23.201107025146484
1758741984.6063206,734,23.881099700927734
1758741984.750912,735,23.294004440307617
1758741984.8949633,736,35.88842010498047
1758741985.0416229,737,26.533123016357422
1758741985.1859407,738,31.685386657714844
1758741985.3331196,739,24.407142639160156
1758741985.4812398,740,27.287647247314453
1758741985.6270573,741,27.524566650390625
1758741985.7732747,742,24.863689422607422
1758741985.9166615,743,29.722469329833984
1758741986.0619497,744,27.947423934936523
1758741986.2078369,745,22.64377212524414
1758741986.359215,746,24.766685485839844
1758741986.5090282,747,39.27953338623047
